Year,Australian,Airline,InFlights,OutFlights,InSeats,OutSeats,Total Flights
2017,Sydney,All Nippon Airways,31,31,6665,6665,62.00
2017,Sydney,American Airlines,29,29,8990,8990,58.00
2017,Sydney,Asiana Airlines,31,31,9393,9393,62.00
2017,Sydney,British Airways,30,30,8910,8910,60.00
2017,Sydney,Cathay Pacific Airways,113,113,33110,33110,226.00
2017,Sydney,Cebu Pacific Air,22,22,9592,9592,44.00
2017,Sydney,China Airlines,31,31,9391,9391,62.00
2017,Sydney,China Eastern Airlines,89,89,21306,21306,178.00
2017,Sydney,China Southern Airlines,75,75,20742,20742,150.00
2017,Sydney,Delta Air Lines,27,27,7857,7857,54.00
2017,Sydney,Emirates,155,155,77423,77425,310.00
